76.49,40.99,77.39,44.89,38.19
66.99,35.79,77.69,39.59,33.69
61.99,134.79,69.29,67.89,66.79
59.39,144.69,66.09,73.79,63.59
58.39,140.49,64.89,72.69,62.49

