76.99,40.89,88.29,45.29,38.89
69.39,36.39,79.39,40.19,33.89
66.69,158.69,73.89,83.99,71.69
65.09,155.29,72.49,81.79,70.29
64.59,154.49,71.89,81.79,69.49

